ticker,search_term,query_field,source,confidence,link_from_search,notes,enabled
NBIX,Neurocrine Biosciences,query.spons,manual_sponsor_search,0.95,true,User-requested addition sponsor search
NBIX,Neurocrine Biosciences Inc,query.spons,manual_sponsor_search,0.95,true,Neurocrine CTGov sponsor search
NBIX,NBI-1070770-MDD2029,query.term,manual_protocol_code,0.95,true,Neurocrine NBI-1070770 MDD Phase 2 protocol code search
NBIX,NBI-1070770,query.intr,manual_program,0.95,true,Neurocrine NBI-1070770 program/intervention search
NBIX,NCT06267846,query.term,manual_nct,0.95,true,Neurocrine NBI-1070770 MDD Phase 2 exact NCT seed
ASND,Ascendis Pharma,query.spons,manual_sponsor_search,0.95,true,User-requested addition sponsor search
ASND,Ascendis Pharma A/S,query.spons,manual_sponsor_search,0.95,true,Ascendis CTGov sponsor search
HELP,CYB003,query.intr,manual_program,0.90,true,Cybin program/intervention search
HELP,Cybin US Ltd,query.spons,manual_sponsor_search,0.90,true,Cybin sponsor alias search
HELP,Cybin IRL Limited,query.spons,manual_sponsor_search,0.90,true,Cybin sponsor alias search
LEGN,Legend Biotech,query.spons,manual_sponsor_search,0.95,true,Legend sponsor search
LEGN,Legend Biotech USA,query.spons,manual_sponsor_search,0.90,true,Legend US sponsor search
LEGN,Carvykti,query.intr,manual_program,0.85,true,Legend/Janssen partnered intervention search
LEGN,ciltacabtagene autoleucel,query.intr,manual_program,0.85,true,Legend/Janssen partnered intervention search
LEGN,LB1901,query.intr,manual_program,0.85,true,Legend program/intervention search
TLX,Telix Pharmaceuticals,query.spons,manual_sponsor_search,0.95,true,Telix sponsor search
TLX,Telix Pharmaceuticals (US) Inc.,query.spons,manual_sponsor_search,0.95,true,Telix US sponsor search
TLX,TLX101,query.intr,manual_program,0.85,true,Telix program/intervention search
TLX,TLX101-Tx,query.intr,manual_program,0.85,true,Telix program/intervention search
JNJ,Johnson & Johnson Enterprise Innovation Inc.,query.spons,manual_sponsor_search,0.95,true,Exact CTGov lead sponsor alias for Johnson & Johnson oncology pipeline trials
JNJ,Johnson & Johnson Private Limited,query.spons,manual_sponsor_search,0.95,true,Exact CTGov lead sponsor alias for Johnson & Johnson regional sponsor trials
JNJ,Janssen Biotech Inc.,query.spons,manual_sponsor_search,0.90,true,Common Johnson & Johnson operating sponsor alias on CTGov
XERS,Xeris Pharmaceuticals,query.spons,manual_sponsor_search,0.95,true,Xeris operating sponsor search
XERS,Xeris Biopharma,query.spons,manual_sponsor_search,0.95,true,Xeris issuer/sponsor search
XERS,XeriSol,query.intr,manual_program,0.80,true,Xeris formulation/platform intervention search
XERS,XeriLend,query.intr,manual_program,0.80,true,Xeris formulation/platform intervention search
MRNA,ModernaTX,query.spons,manual_sponsor_search,0.95,true,CTGov sponsor alias for Moderna trials
MRNA,mRNA-1345,query.intr,manual_program,0.85,true,Moderna RSV vaccine program search
MRNA,mRNA-1647,query.intr,manual_program,0.85,true,Moderna CMV vaccine program search
MRNA,mRNA-1083,query.intr,manual_program,0.80,true,Moderna flu/COVID vaccine program search
MRNA,NCT04470427,query.term,manual_nct,0.95,true,User-verified Moderna Phase 3/pivotal NCT
MRNA,NCT05127330,query.term,manual_nct,0.95,true,User-verified Moderna Phase 3/pivotal NCT
PCRX,Pacira Pharmaceuticals,query.spons,manual_sponsor_search,0.95,true,Pacira historical/operating sponsor search
PCRX,Pacira BioSciences,query.spons,manual_sponsor_search,0.95,true,Pacira sponsor search
PCRX,NCT05043519,query.term,manual_nct,0.95,true,User-verified Pacira pivotal/Phase 3 NCT
PCRX,NCT05829317,query.term,manual_nct,0.95,true,User-verified Pacira pivotal/Phase 3 NCT
BCYC,BicycleTx,query.spons,manual_sponsor_search,0.95,true,Bicycle Therapeutics CTGov sponsor alias
BCYC,Bicycle Therapeutics,query.spons,manual_sponsor_search,0.95,true,Bicycle Therapeutics sponsor search
BCYC,BT8009,query.intr,manual_program,0.85,true,Bicycle program/intervention search
BCYC,BT5528,query.intr,manual_program,0.85,true,Bicycle program/intervention search
BCYC,BT1718,query.intr,manual_program,0.85,true,Bicycle program/intervention search
BCYC,zelenectide pevedotin,query.intr,manual_program,0.90,true,Bicycle Phase 3 intervention search
BCYC,NCT05671653,query.term,manual_nct,0.95,true,User-verified Bicycle Phase 3 NCT
KROS,KER-050,query.intr,manual_program,0.85,true,Keros program/intervention search
KROS,KER-012,query.intr,manual_program,0.85,true,Keros program/intervention search
KROS,elritercept,query.intr,manual_program,0.90,true,Keros program/intervention search
KROS,cibotercept,query.intr,manual_program,0.85,true,Keros program/intervention search
KROS,NCT06499285,query.term,manual_nct,0.95,true,User-verified Keros Phase 3 NCT
ONC,BeiGene,query.spons,manual_legacy_sponsor_search,0.95,true,BeOne Medicines historical sponsor search before rebrand
ONC,BeiGene Ltd,query.spons,manual_legacy_sponsor_search,0.95,true,BeOne Medicines historical sponsor search before rebrand
ONC,BeiGene USA,query.spons,manual_legacy_sponsor_search,0.90,true,BeOne Medicines US historical sponsor search before rebrand
ROIV,Immunovant,query.spons,manual_parent_subsidiary,0.85,true,Roivant subsidiary/vant sponsor search
ROIV,Immunovant Sciences GmbH,query.spons,manual_parent_subsidiary,0.90,true,Exact CTGov lead sponsor string for Roivant subsidiary
ROIV,Dermavant,query.spons,manual_parent_subsidiary,0.85,true,Roivant subsidiary/vant sponsor search
ROIV,Dermavant Sciences GmbH,query.spons,manual_parent_subsidiary,0.90,true,Exact CTGov lead sponsor string for Roivant subsidiary
ROIV,Priovant,query.spons,manual_parent_subsidiary,0.85,true,Roivant subsidiary/vant sponsor search
ROIV,Priovant Therapeutics,query.spons,manual_parent_subsidiary,0.90,true,Roivant subsidiary/vant sponsor search
ROIV,Kinevant Sciences GmbH,query.spons,manual_parent_subsidiary,0.85,true,Roivant subsidiary/vant sponsor search
ROIV,IMVT-1402,query.intr,manual_program,0.85,true,Roivant/Immunovant program search
ROIV,batoclimab,query.intr,manual_program,0.85,true,Roivant/Immunovant program search
ROIV,brepocitinib,query.intr,manual_program,0.85,true,Roivant/Priovant program search
ROIV,NCT06153758,query.term,manual_nct,0.95,true,User-verified Roivant subsidiary Phase 3 NCT
ROIV,NCT05524571,query.term,manual_nct,0.95,true,User-verified Roivant subsidiary Fast Track NCT
ZNTL,azenosertib,query.intr,manual_program,0.90,true,Zentalis program/intervention search
ZNTL,ZN-c3,query.intr,manual_program,0.85,true,Zentalis historical code/intervention search
ZNTL,ASPENOVA,query.term,manual_program,0.85,true,Zentalis Phase 3 study acronym search
CDXS,CDX-7108,query.intr,manual_program,0.90,true,Codexis current interventional program search
ABOS,ACU193,query.intr,manual_program,0.90,true,Acumen current interventional program search
ABOS,sabirnetug,query.intr,manual_program,0.90,true,Acumen current interventional program search
ABOS,NCT04505722,query.term,manual_nct,0.95,true,User-provided Acumen interventional NCT
CRBU,CB-010,query.intr,manual_program,0.90,true,Caribou program/intervention search
CRBU,CB-011,query.intr,manual_program,0.90,true,Caribou program/intervention search
CRBU,CB-012,query.intr,manual_program,0.90,true,Caribou program/intervention search
TSHA,TSHA-102,query.intr,manual_program,0.90,true,Taysha program/intervention search
TSHA,TSHA-120,query.intr,manual_program,0.90,true,Taysha program/intervention search
SANA,SC291,query.intr,manual_program,0.90,true,Sana active program/intervention search
SANA,SC262,query.intr,manual_program,0.90,true,Sana active program/intervention search
SANA,NCT06294236,query.term,manual_nct,0.95,true,User-verified Sana SC291 NCT
SLNO,DCCR,query.intr,manual_program,0.90,true,Soleno DCCR program/intervention search
SLNO,diazoxide choline,query.intr,manual_program,0.90,true,Soleno DCCR generic intervention search
SLNO,NCT03440814,query.term,manual_nct,0.95,true,User-verified Soleno DCCR NCT,false
SLNO,NCT03714373,query.term,manual_nct,0.95,true,User-verified Soleno DCCR NCT,false
ZVRA,arimoclomol,query.intr,manual_program,0.90,true,Zevra arimoclomol program/intervention search
ZVRA,KP415,query.intr,manual_program,0.85,true,Zevra KP415 program/intervention search
ZVRA,NCT02612129,query.term,manual_nct,0.95,true,User-verified Zevra arimoclomol NCT
HELP,CYB004,query.intr,manual_program,0.90,true,Cybin CYB004 program/intervention search
NERV,roluperidone,query.intr,manual_program,0.90,true,Minerva roluperidone program/intervention search
NERV,NCT03397134,query.term,manual_nct,0.95,true,CTGov roluperidone Phase 3 NCT
CING,CTx-1301,query.intr,manual_program,0.90,true,Cingulate CTx-1301 program/intervention search
CBLL,NCT07449416,query.term,manual_nct,0.95,true,CTGov-verified Ceribell qualifying interventional device NCT
NPCE,NCT05147571,query.term,manual_nct,0.95,true,User-verified NeuroPace pivotal interventional device NCT
TMDX,NCT07145515,query.term,manual_nct,0.95,true,CTGov-verified TransMedics qualifying interventional device NCT
TMDX,NCT07340710,query.term,manual_nct,0.95,true,CTGov-verified TransMedics qualifying interventional device NCT
CRMD,CorMedix,query.spons,manual_sponsor_search,0.95,true,CorMedix sponsor search for DefenCath studies
CRMD,DefenCath,query.intr,manual_program,0.95,true,CorMedix DefenCath program intervention search
CRMD,NCT06822426,query.term,manual_nct,0.95,true,CTGov verified active Phase 3 DefenCath NCT
CRMD,NCT06714864,query.term,manual_nct,0.95,true,CTGov verified active Phase 4 DefenCath NCT
SMMT,NCT07264075,query.term,manual_nct,0.95,true,Summit-relevant ILLUMINE ivonescimab Phase 3 program NCT
MRNA,V940,query.intr,manual_program,0.90,true,Moderna Merck V940 personalized cancer vaccine program search
MRNA,intismeran,query.intr,manual_program,0.90,true,Moderna Merck intismeran V940 cancer vaccine program search
DRUG,Bright Minds Biosciences Pty Ltd,query.spons,manual_sponsor_search,0.95,true,Exact CTGov sponsor search for Bright Minds Biosciences trials
DRUG,BMB-101,query.intr,manual_program,0.95,true,Bright Minds lead clinical program search
DRUG,NCT06401538,query.term,manual_nct,0.95,true,CTGov verified active Bright Minds BMB-101 Phase 2 NCT
DRUG,NCT07266324,query.term,manual_nct,0.95,true,CTGov verified active Bright Minds BMB-101 Phase 2 Prader-Willi NCT
SXTP,NCT06207370,query.term,manual_nct,0.95,true,CTGov verified 60 Degrees Pharma tafenoquine babesiosis NCT
ATRA,NCT04554914,query.term,manual_nct,0.95,true,CTGov verified active tab-cel program NCT with Pierre Fabre sponsor
ACIU,NCT05462106,query.term,manual_nct_batch44,0.95,true,Batch 44 CTGov exact-NCT seed for controlled validation as of 2026-04-26
ARTV,NCT06991114,query.term,manual_nct_batch44,0.95,true,Batch 44 CTGov exact-NCT seed for controlled validation as of 2026-04-26
AURA,NCT06007690,query.term,manual_nct_batch44,0.95,true,Batch 44 CTGov exact-NCT seed for controlled validation as of 2026-04-26
COYA,NCT07161999,query.term,manual_nct_batch44,0.95,true,Batch 44 CTGov exact-NCT seed for controlled validation as of 2026-04-26
JSPR,NCT06162728,query.term,manual_nct_batch44,0.95,true,Batch 44 CTGov exact-NCT seed for controlled validation as of 2026-04-26
JSPR,NCT06353971,query.term,manual_nct_batch44,0.95,true,Batch 44 CTGov exact-NCT seed for controlled validation as of 2026-04-26
JSPR,NCT06736262,query.term,manual_nct_batch44,0.95,true,Batch 44 CTGov exact-NCT seed for controlled validation as of 2026-04-26
KRRO,NCT06677307,query.term,manual_nct_batch44,0.95,true,Batch 44 CTGov exact-NCT seed for controlled validation as of 2026-04-26,false
PASG,NCT04747431,query.term,manual_nct_batch44,0.95,true,Batch 44 CTGov exact-NCT seed for controlled validation as of 2026-04-26
CRSP,NCT06925542,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
BMRN,NCT07126262,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
ACAD,NCT07095465,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
KROS,NCT05037760,query.term,manual_nct_reconcile_20260516_review,0.95,false,Exact NCT refresh seed pending program-owner review; does not create program link.
PCRX,NCT07584915,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=collaborator
NVAX,NCT06291857,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
UTHR,NCT05943535,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
KRYS,NCT07016750,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
ARVN,NCT07023731,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
LLY,NCT07219953,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
BMY,NCT06951711,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
VRTX,NCT06832410,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
ALNY,NCT07052903,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
NUVB,NCT05303519,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
ARCT,NCT06488313,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
MAZE,NCT06830629,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
TBPH,NCT05696717,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
BCYC,NCT04561362,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
ONC,NCT06742996,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
ONC,NCT07414836,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
ONC,NCT06427941,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
ONC,NCT06589596,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
ONC,NCT06120283,query.term,manual_nct_reconcile_20260516,0.95,false,Exact NCT refresh seed from NCT-first reconciliation; relation=lead
ADMA,ADMA Biologics,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
ADMA,ASCENIV,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
AMPH,Amphastar Pharmaceuticals,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
ASMB,Assembly Biosciences,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
ASMB,ABI-4334,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
ASMB,ABI-5366,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
BHVN,Biohaven Therapeutics Ltd,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
BHVN,BHV-7000,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
BHVN,BHV-1300,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
BHVN,BHV-1530,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
BHVN,troriluzole,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
CING,Cingulate Therapeutics,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
CING,CTx-1301,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
CRNX,Crinetics Pharmaceuticals,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
CRNX,paltusotine,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
CRNX,atumelnant,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
CRNX,CRN04894,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
CTNM,Contineum Therapeutics,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
CTNM,PIPE-791,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
CTNM,PIPE-307,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
DFTX,Definium Therapeutics,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
DFTX,DT120,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
DFTX,DT402,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
EDSA,Edesa Biotech,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
EDSA,paridiprubart,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
EDSA,EB05,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
ESPR,Esperion Therapeutics,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
ESPR,bempedoic acid,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
EYPT,EyePoint Pharmaceuticals,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
EYPT,EYP-1901,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
FDMT,4D Molecular Therapeutics,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
FDMT,4D-150,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
FDMT,4D-310,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
HRMY,Harmony Biosciences,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
HRMY,HBS-301,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
HRMY,pitolisant,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
HRMY,Epygenix,query.spons,manual_activation_subsidiary,0.85,true,Manual activation subsidiary search validated 2026-05-27
IMTX,Immatics,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
IMTX,IMA203,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
IMTX,IMA402,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
IMVT,Immunovant Sciences,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
IMVT,IMVT-1402,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
IMVT,batoclimab,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
INVA,Innoviva Specialty Therapeutics,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
INVA,sulbactam-durlobactam,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
IRWD,Ironwood Pharmaceuticals,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
IRWD,apraglutide,query.intr,manual_activation_program,0.90,true,Manual activation program search pending CTGov refresh
IVA,Inventiva Pharma,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
IVA,lanifibranor,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
LQDA,Liquidia Technologies,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
LQDA,L606,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
LQDA,LIQ861,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
MIST,Milestone Pharmaceuticals,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
MIST,etripamil,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
PHVS,Pharvaris,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
PHVS,deucrictibant,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
RXRX,Recursion Pharmaceuticals,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
RXRX,REC-4881,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
RXRX,REC-1245,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
SGMT,Sagimet Biosciences,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
SGMT,denifanstat,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
SGMT,TVB-3567,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
ZBIO,Zenas BioPharma,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
ZBIO,obexelimab,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
ZYME,Zymeworks,query.spons,manual_activation_sponsor,0.95,true,Manual activation sponsor search validated 2026-05-27
ZYME,ZW251,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
ZYME,ZW191,query.intr,manual_activation_program,0.95,true,Manual activation program search validated 2026-05-27
ZYME,zanidatamab,query.intr,manual_activation_program,0.90,true,Manual activation program search validated 2026-05-27
SIBN,NCT03932006,query.term,manual_post_market_device_nct,0.95,true,SI-BONE STABLe post-market device study exact NCT seed,false
SIBN,NCT05047445,query.term,manual_post_market_device_nct,0.95,true,SI-BONE SALLY post-market device study exact NCT seed,false
NEO,NeoGenomics Laboratories,query.spons,manual_diagnostics_sponsor,0.95,true,NeoGenomics Laboratories sponsor/entity search,true
NEO,NCT05221086,query.term,manual_diagnostics_nct,0.95,true,NeoGenomics SIGHT clinical utility study exact NCT seed,true
