policy_id,policy_version,enabled,model_family,ticker,accession_number,source_document,metric_name,concept_name,candidate_value,value_tolerance,unit,period_start,period_end,decision,status_reason,scope_override,confidence_override,reviewed_by,reviewed_at,period_start_override,period_end_override,value_override
trprev_r58_e0d6ec4f410b1018,transportation_run58_conservative_adjudication_v1,1,transportation,ASC,0001144204-19-022680,tv519097_6k.htm,tce_day_rate,TransportationDiscoveryTceDayRate,15005.0,0.000001,USD_per_day,,2019-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_121ee76094985faf,transportation_run58_conservative_adjudication_v1,1,transportation,ASC,0001104659-20-056517,tm2015629-1_6k.htm,tce_day_rate,TransportationDiscoveryTceDayRate,19390.0,0.000001,USD_per_day,,2020-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_14aeac1b244300da,transportation_run58_conservative_adjudication_v1,1,transportation,ASC,0001558370-21-005810,asc-20210331x6k.htm,tce_day_rate,TransportationDiscoveryTceDayRate,11349.0,0.000001,USD_per_day,,2021-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_396a3c80f4848493,transportation_run58_conservative_adjudication_v1,1,transportation,ASC,0001558370-22-006946,asc-20220331x6k.htm,tce_day_rate,TransportationDiscoveryTceDayRate,15155.0,0.000001,USD_per_day,,2022-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_a42009576996f81d,transportation_run58_conservative_adjudication_v1,1,transportation,ASC,0001558370-23-008681,asc-20230331x6k.htm,tce_day_rate,TransportationDiscoveryTceDayRate,33958.0,0.000001,USD_per_day,,2023-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_0c37e62ebc8b39a6,transportation_run58_conservative_adjudication_v1,1,transportation,ASC,0001558370-24-007200,asc-20240331x6k.htm,tce_day_rate,TransportationDiscoveryTceDayRate,34720.0,0.000001,USD_per_day,,2024-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_c485c86753fcc8be,transportation_run58_conservative_adjudication_v1,1,transportation,ASC,0001558370-25-002500,asc-20241231x20f.htm,tce_day_rate,TransportationDiscoveryTceDayRate,30261.0,0.000001,USD_per_day,,2024-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_6b579402b0fadd38,transportation_run58_conservative_adjudication_v1,1,transportation,ASC,0001558370-25-006618,asc-20250331x6k.htm,tce_day_rate,TransportationDiscoveryTceDayRate,20542.0,0.000001,USD_per_day,,2025-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_ea5df5699c59ec9a,transportation_run58_conservative_adjudication_v1,1,transportation,ASC,0001104659-26-056715,asc-20260331x6k.htm,tce_day_rate,TransportationDiscoveryTceDayRate,28686.0,0.000001,USD_per_day,,2026-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_855858c62c0a8f5d,transportation_run58_conservative_adjudication_v1,1,transportation,CMRE,0000930413-21-000517,c101223_20f.htm,fleet_utilization,TransportationDiscoveryFleetUtilization,0.992,0.000001,ratio,,2020-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_f467e5be741a0d04,transportation_run58_conservative_adjudication_v1,1,transportation,CMRE,0001140361-26-007868,ef20064083_20f.htm,fleet_utilization,TransportationDiscoveryFleetUtilization,0.99,0.000001,ratio,,2025-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_8a54680816cac771,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0000016875-18-000053,q12018quarterlyreport-.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.675,0.000001,ratio,,2018-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_092e315f2c1a41b0,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0000016875-19-000032,q12019quarterlyreport-.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.693,0.000001,ratio,,2019-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_0d896896d4bb0e40,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0000016875-20-000014,q12020quarterlyreport-.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.5920000000000001,0.000001,ratio,,2020-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_2f49a49b0f2730d3,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0000016875-20-000032,q32020quarterlyreport-.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.5820000000000001,0.000001,ratio,,2020-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_31bad958ae6fa537,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0001193125-21-145610,d157929d10ka.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.5710000000000001,0.000001,ratio,,2020-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_b70c4e839cadc83f,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0000016875-21-000015,cp-20210331.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.602,0.000001,ratio,,2021-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_229873c3fdae4487,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0000016875-21-000025,cp-20210630.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.601,0.000001,ratio,,2021-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_1d34317d9cac4821,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0001193125-22-134075,d283306d10ka.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.599,0.000001,ratio,,2021-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_3191db3591356ac1,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0000016875-22-000018,cp-20220331.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.7090000000000001,0.000001,ratio,,2022-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_def24c843cc4cebd,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0000016875-23-000008,cp-20221231.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.622,0.000001,ratio,,2022-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_0badfd8412a422aa,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0000016875-23-000017,cp-20230331.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.634,0.000001,ratio,,2023-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_6abec2fc81c18cb8,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0000016875-24-000026,cp-20240630.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.648,0.000001,ratio,,2024-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_58db3ef1e6df7da2,transportation_run58_conservative_adjudication_v1,1,transportation,CP,0001193125-26-173665,d172022d10ka.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.628,0.000001,ratio,,2025-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_d0fd54d852f258c2,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-18-000009,csx-12312017x10k.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.679,0.000001,ratio,,2017-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_f19c504637c5044c,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-18-000019,csx03311810-q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.637,0.000001,ratio,,2018-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_7a3559c0052510a3,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-18-000040,csx06301810-q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.586,0.000001,ratio,,2018-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_1c8f7abe24e4ef56,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-18-000050,csx09301810-q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.5870000000000001,0.000001,ratio,,2018-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_5ee3de8b4c772c8e,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-19-000011,csx-12312018x10k.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.603,0.000001,ratio,,2018-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_93ea120bab6c6a5c,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-19-000022,csx03311910-q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.595,0.000001,ratio,,2019-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_864b395ce735054c,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-19-000036,csx06301910-q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.574,0.000001,ratio,,2019-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_eaa35caa0f0c34b3,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-19-000047,csx09301910-q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.568,0.000001,ratio,,2019-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_081bbaf097ec5607,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-20-000008,csx-12312019x10k.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.584,0.000001,ratio,,2019-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_a0c03e0b3aae355c,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-20-000014,csx03312010-q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.5870000000000001,0.000001,ratio,,2020-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_f9b65f24e69faf60,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-20-000032,csx-20200630.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.633,0.000001,ratio,,2020-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_fcd8bb6560e621a5,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-20-000048,csx-20200930.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.569,0.000001,ratio,,2020-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_5e0c77190305285f,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-21-000014,csx-20201231.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.588,0.000001,ratio,,2020-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_4b516891819cf056,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-21-000024,csx-20210331.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.609,0.000001,ratio,,2021-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_a60006da5f5be787,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-21-000041,csx-20210630.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.434,0.000001,ratio,,2021-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_c5fbc2ccb96cd71e,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-21-000050,csx-20210930.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.564,0.000001,ratio,,2021-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_c99bd626fd99c888,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-22-000009,csx-20211231.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.5529999999999999,0.000001,ratio,,2021-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_c47bf4dcc73e8fd8,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-22-000020,csx-20220331.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.624,0.000001,ratio,,2022-03-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_b4ffcb4ea73d5870,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-22-000034,csx-20220630.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.5539999999999999,0.000001,ratio,,2022-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_5e6d4052cb8cbce5,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-22-000045,csx-20220930.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.595,0.000001,ratio,,2022-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_2e58bc097ccaf533,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-23-000006,csx-20221231.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.595,0.000001,ratio,,2022-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_6b5d2cbb9dab6c13,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-23-000043,csx-20230630.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.599,0.000001,ratio,,2023-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_6422349f26e9e3d3,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-23-000053,csx-20230930.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.638,0.000001,ratio,,2023-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_b71248a1b56f9529,transportation_run58_conservative_adjudication_v1,1,transportation,CSX,0000277948-24-000010,csx-20231231.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.621,0.000001,ratio,,2023-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_6ff79b32f671f4a8,transportation_run58_conservative_adjudication_v1,1,transportation,CVLG,0001008886-18-000090,form10q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.9279999999999999,0.000001,ratio,,2018-06-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_fadcb2b1e5c85d70,transportation_run58_conservative_adjudication_v1,1,transportation,CVLG,0001008886-18-000123,form10q.htm,operating_ratio,TransportationDiscoveryOperatingRatio,0.9329999999999999,0.000001,ratio,,2018-09-30,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_e65f2b01e2668546,transportation_run58_conservative_adjudication_v1,1,transportation,DAC,0001047469-20-001086,a2240831z20-f.htm,fleet_utilization,TransportationDiscoveryFleetUtilization,0.983,0.000001,ratio,,2019-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
trprev_r58_469e59a522170b0b,transportation_run58_conservative_adjudication_v1,1,transportation,DAC,0001104659-21-032147,tm2038323-1_20f.htm,fleet_utilization,TransportationDiscoveryFleetUtilization,0.963,0.000001,ratio,,2020-12-31,ACCEPTED,exact_prior_accepted_disclosure_confirmation,,1.0,codex_transportation_conservative_review_v1,2026-07-27T12:00:00-05:00,,,
