manifest_version,ticker,cik,accession_number,form_type,filing_date,candidate_type,decision,selection_rule,submissions_items,index_status,index_event_match,selected_document_count,reason
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-20-000101,10-Q,2020-10-22,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-21-000014,10-K,2021-02-17,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-21-000054,10-Q,2021-04-22,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-21-000080,10-Q,2021-07-22,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-21-000098,10-Q,2021-10-21,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-22-000026,10-K,2022-02-22,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-22-000046,10-Q,2022-04-21,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-22-000071,10-Q,2022-07-21,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-22-000086,10-Q,2022-10-20,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-23-000018,10-K,2023-02-22,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-23-000042,10-Q,2023-04-27,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-23-000070,10-Q,2023-07-20,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-23-000092,10-Q,2023-10-19,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-24-000010,10-K,2024-02-21,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-24-000032,10-Q,2024-04-25,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-24-000048,10-Q,2024-07-25,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-24-000060,10-Q,2024-10-24,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-25-000010,10-K,2025-02-19,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-25-000023,10-Q,2025-04-24,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-25-000038,10-Q,2025-07-24,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-25-000052,10-Q,2025-10-23,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-26-000014,10-K,2026-02-18,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAL,0000006201,0000006201-26-000032,10-Q,2026-04-23,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-18-002824,10-K,2018-02-22,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-18-010559,10-Q,2018-05-03,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-18-018788,10-Q,2018-08-02,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-18-026105,10-Q,2018-11-01,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-19-003225,10-K,2019-02-19,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-19-014661,10-Q,2019-05-01,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-19-027831,10-Q,2019-08-01,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-19-038610,10-Q,2019-10-30,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-20-006046,10-K,2020-02-24,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001104659-20-052414,10-K/A,2020-04-28,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-20-022577,10-Q,2020-05-07,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-20-037558,10-Q,2020-08-06,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-20-051063,10-Q,2020-11-05,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-21-006555,10-K,2021-02-18,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-21-023796,10-Q,2021-05-05,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-21-041346,10-Q,2021-08-05,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-21-053810,10-Q,2021-11-03,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0001564590-22-005515,10-K,2022-02-17,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0000950170-22-007664,10-Q,2022-05-05,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0000950170-22-014492,10-Q,2022-08-04,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0000950170-22-021611,10-Q,2022-11-03,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0000950170-23-003947,10-K,2023-02-23,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AAWW,0001135185,0000950170-23-010194,10-K/A,2023-03-28,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AER,0001378789,0000950157-17-001638,6-K,2017-12-28,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-18-000025,6-K,2018-01-02,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-18-010672,424B3,2018-01-16,supplemental_registration,EXCLUDE,,,MISSING,0,0,registration filing is outside every sealed listing/relisting/structural-break window
transportation_dp3_source_census_v1,AER,0001378789,0001193125-18-011417,6-K,2018-01-16,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-18-017459,6-K,2018-01-23,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-18-000169,6-K,2018-02-02,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001047469-18-001434,20-F,2018-03-09,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AER,0001378789,0000950157-18-000296,6-K,2018-03-13,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-18-000361,6-K,2018-03-28,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-18-000421,6-K,2018-04-13,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-18-000501,6-K,2018-05-03,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-18-184015,424B3,2018-06-05,supplemental_registration,EXCLUDE,,,MISSING,0,0,registration filing is outside every sealed listing/relisting/structural-break window
transportation_dp3_source_census_v1,AER,0001378789,0001193125-18-184570,6-K,2018-06-05,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-18-190628,6-K,2018-06-12,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-18-000749,6-K,2018-06-22,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001378789-18-000008,6-K,2018-07-30,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-18-247973,424B3,2018-08-14,supplemental_registration,EXCLUDE,,,MISSING,0,0,registration filing is outside every sealed listing/relisting/structural-break window
transportation_dp3_source_census_v1,AER,0001378789,0001193125-18-248823,6-K,2018-08-15,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-18-254077,6-K,2018-08-21,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-18-001009,6-K,2018-09-27,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001378789-18-000013,6-K,2018-10-30,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-18-001198,6-K,2018-12-07,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-004983,424B3,2019-01-09,supplemental_registration,EXCLUDE,,,MISSING,0,0,registration filing is outside every sealed listing/relisting/structural-break window
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-005471,6-K,2019-01-09,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-010637,6-K,2019-01-16,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001378789-19-000009,20-F,2019-03-08,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AER,0001378789,0000950157-19-000262,6-K,2019-03-12,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-087563,424B3,2019-03-27,supplemental_registration,EXCLUDE,,,MISSING,0,0,registration filing is outside every sealed listing/relisting/structural-break window
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-088673,6-K,2019-03-27,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-097959,6-K,2019-04-04,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001378789-19-000013,6-K,2019-05-01,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-19-000707,6-K,2019-06-12,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001378789-19-000015,6-K,2019-07-30,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-214735,424B3,2019-08-07,supplemental_registration,EXCLUDE,,,MISSING,0,0,registration filing is outside every sealed listing/relisting/structural-break window
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-215474,6-K,2019-08-07,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-221275,6-K,2019-08-14,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-259777,6-K,2019-10-01,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-259819,424B3,2019-10-01,supplemental_registration,EXCLUDE,,,MISSING,0,0,registration filing is outside every sealed listing/relisting/structural-break window
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-261754,6-K,2019-10-03,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-265882,6-K,2019-10-10,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001378789-19-000021,6-K,2019-11-08,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-19-307429,6-K,2019-12-05,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-20-000207,6-K,2020-02-14,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001378789-20-000004,20-F,2020-03-05,base_periodic,INCLUDE,base_periodic,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AER,0001378789,0000950157-20-000352,6-K,2020-03-10,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-20-000368,6-K,2020-03-13,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001378789-20-000008,6-K,2020-05-05,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-20-000676,6-K,2020-05-27,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-20-159169,424B3,2020-06-03,supplemental_registration,EXCLUDE,,,MISSING,0,0,registration filing is outside every sealed listing/relisting/structural-break window
transportation_dp3_source_census_v1,AER,0001378789,0001193125-20-159702,6-K,2020-06-03,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-20-163483,6-K,2020-06-08,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-20-176140,424B3,2020-06-23,supplemental_registration,EXCLUDE,,,MISSING,0,0,registration filing is outside every sealed listing/relisting/structural-break window
transportation_dp3_source_census_v1,AER,0001378789,0001193125-20-176636,6-K,2020-06-23,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-20-000822,6-K,2020-06-30,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-20-186930,6-K,2020-07-02,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-20-000904,6-K,2020-07-13,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001378789-20-000014,6-K,2020-07-29,base_periodic,INCLUDE,base_periodic_financial_6k,,MISSING,0,1,"matches historical 3,019-accession eligibility contract"
transportation_dp3_source_census_v1,AER,0001378789,0001193125-20-251871,424B3,2020-09-23,supplemental_registration,EXCLUDE,,,MISSING,0,0,registration filing is outside every sealed listing/relisting/structural-break window
transportation_dp3_source_census_v1,AER,0001378789,0001193125-20-252576,6-K,2020-09-24,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001193125-20-254780,6-K,2020-09-28,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-20-001242,6-K,2020-10-07,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0001378789-20-000018,6-K,2020-11-10,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-20-001398,6-K,2020-11-30,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
transportation_dp3_source_census_v1,AER,0001378789,0000950157-20-001444,6-K,2020-12-14,supplemental_event,EXCLUDE_NO_METADATA_SIGNAL,supplemental_event_positive_metadata_only,,MISSING,0,0,no SEC submissions or cached-index results signal; unbounded 6-K/8-K hydration is outside the sealed policy
